ServiceStatus,MajorCyclewayName,Type,CreateDate,LastEditDate,Shape__Length,Ownership,PublicRelevance,GeometryPath
In Service,Nor'West Arc Cycleway,Cycleway,2021-10-18 17:34:09+13:00,2021-10-18 17:36:09+13:00,201.5,CCC,Public,"[[[172.57937587588813, -43.521398287379334], [172.57914829402998, -43.52277934338697], [172.57908071461387, -43.52319984617353]]]"
In Service,,Shared path,2021-10-19 15:07:42+13:00,2021-10-19 15:09:57+13:00,98.63,WDC,Public,"[[[172.65229941901933, -43.392822563482746], [172.652207554229, -43.39276918484575], [172.65213983915777, -43.39268361751143], [172.65187011692248, -43.39200803397874]]]"
In Service,,Shared path,2021-10-19 15:22:26+13:00,2021-10-19 15:28:20+13:00,692.47,CCC,Public,"[[[172.56877233472997, -43.48092928132414], [172.56831522167812, -43.482449935037906], [172.5680774260847, -43.48321022660547], [172.56799794642868, -43.48349096176301], [172.56788630854933, -43.483621016922974], [172.56777322181813, -43.4839622005038], [172.5673123965135, -43.48547880321999], [172.5671880344551, -43.48625094727847], [172.5668829339035, -43.486995521568375]]]"
In Service,,Shared path,2021-10-19 15:23:05+13:00,2021-10-19 15:25:18+13:00,222.24,CCC,Public,"[[[172.56664306174008, -43.48697579371472], [172.56600693758455, -43.48892256109147]]]"
In Service,,Shared path,2021-10-19 15:23:37+13:00,2021-10-19 15:25:38+13:00,19.34,CCC,Public,"[[[172.5668826492453, -43.486992610298095], [172.56664460418833, -43.486975577154126]]]"
In Service,,Shared path,2021-10-19 15:32:56+13:00,2021-10-19 15:32:56+13:00,246.75,CCC,Public,"[[[172.5687683589987, -43.480926355234836], [172.5688588990025, -43.48091459845458], [172.57130217995038, -43.48130421179014], [172.5715971077794, -43.48136715338444], [172.57173899552726, -43.481403979488796]]]"
In Service,,Cycle lane,2021-10-19 15:44:28+13:00,2021-10-19 15:44:28+13:00,790.35,CCC,Public,"[[[172.55185200052296, -43.4945288531203], [172.54908650287177, -43.492720704399794], [172.54837588507627, -43.49219094945846], [172.54818855900575, -43.49205578335212], [172.5449716587938, -43.48990430678883], [172.54484827079258, -43.48986214379355], [172.54471917338248, -43.48984280994766], [172.54457890557546, -43.48983552964454]]]"
In Service,,Shared path,2021-10-19 15:52:01+13:00,2021-10-19 16:33:12+13:00,199.83,CCC,No Public Relevance,"[[[172.5544402350548, -43.53884663971252], [172.55437741056477, -43.53884639486713], [172.55390252641232, -43.53909591752639], [172.5537805528887, -43.53909813021588], [172.55364769153965, -43.53907341545716], [172.55355543067463, -43.53905557983935], [172.55346150176908, -43.53901354148051], [172.55330697423975, -43.53917021464271], [172.55337293920897, -43.539245750359406], [172.55338567483554, -43.53927268492076], [172.55338545654593, -43.53930225844185], [172.55336125645528, -43.539326360058425], [172.55327778820546, -43.53936904984164], [172.55302015123573, -43.53947558306099], [172.55261990370198, -43.53962591796649], [172.55261805082375, -43.53962658243134]]]"
In Service,,Cycle lane,2021-10-20 16:37:36+13:00,2023-04-04 13:58:18+12:00,1990.51,CCC,No Public Relevance,"[[[172.63805931625464, -43.52073072373514], [172.6380587898606, -43.51340183647864], [172.63827275360146, -43.51221419026565], [172.63827734088943, -43.50897185569221], [172.63819755541743, -43.50872425937245], [172.63372082730945, -43.50380615062134]]]"
In Service,,Cycle lane,2021-10-20 16:40:17+13:00,2023-04-04 13:58:36+12:00,1984.75,CCC,No Public Relevance,"[[[172.63400885165785, -43.50381782673063], [172.63829423602425, -43.508617024470794], [172.63839669801604, -43.508778660180425], [172.6384049331941, -43.51234903402598], [172.63819177462054, -43.513402257365094], [172.63819228498306, -43.520736521018044]]]"
In Service,,Cycle lane,2021-10-20 16:52:41+13:00,2021-10-20 16:52:41+13:00,1363.91,CCC,Public,"[[[172.6423418453808, -43.50843314420731], [172.64247317019397, -43.50871316114797], [172.64250153895745, -43.51016504802182], [172.64264710400082, -43.51053651879704], [172.64271942666437, -43.51080021887835], [172.64276459174806, -43.520677957293714]]]"
In Service,,Cycle lane,2021-10-20 17:01:40+13:00,2021-10-20 17:01:40+13:00,1357.95,CCC,Public,"[[[172.64257983650776, -43.52067110392978], [172.64257893314297, -43.510809634965995], [172.6423747424797, -43.5103573258808], [172.64231096213695, -43.508647230550636], [172.64217887713292, -43.50849626035093]]]"
In Service,,Cycle lane,2021-10-20 17:04:30+13:00,2021-10-20 17:04:30+13:00,1401.9,CCC,Public,"[[[172.64566860342433, -43.520729595513124], [172.64589272538484, -43.520310882268106], [172.64587524852547, -43.50813723673729]]]"
In Service,,Cycle lane,2021-10-20 17:05:12+13:00,2021-10-20 17:05:12+13:00,1397.38,CCC,Public,"[[[172.6459786099094, -43.50814831152259], [172.64602541108619, -43.520365062956294], [172.64606811046394, -43.52064480079187], [172.64614162379272, -43.520709551945544]]]"
In Service,,Cycle lane,2021-10-20 17:05:39+13:00,2021-10-20 17:05:39+13:00,47.68,CCC,Public,"[[[172.6460108221826, -43.52033275552935], [172.64578682677822, -43.52072996182452]]]"
In Service,,Cycle lane,2021-10-20 17:51:29+13:00,2021-10-20 17:51:29+13:00,1215.86,CCC,Public,"[[[172.63654477499242, -43.51339414616509], [172.65158735579692, -43.51336569477077]]]"
In Service,,Cycle lane,2021-10-20 17:52:43+13:00,2021-10-20 17:52:43+13:00,1217.08,CCC,Public,"[[[172.65158698459402, -43.5134302182417], [172.63652941708173, -43.51349088423896]]]"
In Service,,Shared zone,2021-11-23 12:17:54+13:00,2022-03-16 12:07:16+13:00,108.09,CCC,Public,"[[[172.63806241240283, -43.535808552902346], [172.63672461066685, -43.53581506389861]]]"
In Service,South Express Cycleway,Cycleway,2022-03-08 16:07:52+13:00,2022-03-08 16:07:52+13:00,1.5,CCC,Public,"[[[172.58511677485922, -43.53441490890736], [172.58509846340814, -43.534412450034736]]]"
In Service,,Cycle lane,2022-03-08 16:28:53+13:00,2022-03-08 16:28:53+13:00,426.12,CCC,Public,"[[[172.6181968591067, -43.571800874061594], [172.61813684837588, -43.5719350978905], [172.6174467718875, -43.573467916347674], [172.61737230775057, -43.57354832204649], [172.61732013918711, -43.57361132702551], [172.6172457938944, -43.573672913414114], [172.61714926081723, -43.573734425455164], [172.61707875793724, -43.573773172008366], [172.61694157517607, -43.57383051474696], [172.61679712534675, -43.57386766991731], [172.61645294729752, -43.57391222006734], [172.6149340018858, -43.57406842306579], [172.61482865910736, -43.574061346597524]]]"
In Service,,Shared path,2022-03-08 16:39:39+13:00,2022-03-08 16:39:39+13:00,849.02,CCC,Public,"[[[172.62868629398315, -43.58853862076256], [172.6282786086597, -43.5880721891897], [172.6281944508836, -43.58792404844393], [172.6281138433475, -43.5878001169394], [172.62794826812893, -43.58765977705485], [172.62709804755664, -43.58698488750895], [172.6266724562312, -43.58642698241131], [172.62635601580308, -43.5861624780819], [172.6260984027395, -43.58595462312761], [172.6259698881767, -43.58580364787441], [172.62564788936328, -43.58524338998214], [172.62555662918925, -43.58504952067216], [172.6251449925943, -43.584631456656254], [172.62479979764984, -43.584235118332174], [172.62466052954986, -43.58403033614307], [172.62460245868672, -43.58385270593929], [172.62463324864223, -43.58365923654277], [172.62473803759536, -43.58346063276525], [172.62474593440356, -43.58338000393308], [172.62442968544352, -43.58308861014905], [172.62417994062454, -43.58280818688022], [172.62400352696017, -43.58263016724952], [172.62390037721022, -43.582565304152276], [172.623804490713, -43.58252197309899], [172.62364929722227, -43.5824999549847], [172.62343483263894, -43.58249387150144], [172.62328690220716, -43.58249338415489], [172.62319831137413, -43.58246620758541]]]"
In Service,,Shared path,2022-03-09 09:55:20+13:00,2022-03-10 16:18:20+13:00,86.93,CCC,Public,"[[[172.64045941555287, -43.53465146287021], [172.6407043291819, -43.53448016811084], [172.6410061029354, -43.534690819296], [172.64132386961612, -43.534697193920564]]]"
In Service,,Shared path,2022-03-09 10:23:22+13:00,2022-03-10 15:20:04+13:00,119.29,CCC,Public,"[[[172.64055123030676, -43.53536958184283], [172.64097623185782, -43.53536554075282], [172.6411573052854, -43.535366109198776], [172.64154003328176, -43.535636160010604], [172.64130617109242, -43.53581286762454]]]"
In Service,,Shared path,2022-03-09 10:24:08+13:00,2022-03-10 15:20:12+13:00,44.19,CCC,Public,"[[[172.6411038007275, -43.535664365022456], [172.6405568729427, -43.53566399124596]]]"
In Service,,Shared path,2022-03-09 10:48:46+13:00,2022-03-10 16:18:45+13:00,22.7,CCC,Public,"[[[172.64070340192012, -43.53448083781341], [172.64062989377345, -43.53441339376602], [172.64063059622333, -43.53429510191153]]]"
In Service,,Shared path,2022-03-10 15:32:26+13:00,2022-03-10 15:32:47+13:00,70.34,CCC,Public,"[[[172.64044607531216, -43.52919713543532], [172.64026970621111, -43.529029893184], [172.63996404528146, -43.528856867164244], [172.63979447570313, -43.52878911998576]]]"
In Service,,Shared path,2022-03-10 15:45:46+13:00,2022-03-10 16:01:05+13:00,69.41,CCC,Public,"[[[172.6404423960515, -43.529194436097924], [172.6405083635286, -43.52928605192268], [172.6405126563397, -43.52980763627912]]]"
In Service,,Shared zone,2022-03-10 15:46:44+13:00,2022-03-16 12:07:19+13:00,484.37,CCC,Public,"[[[172.64051268827657, -43.529802259045006], [172.64052679748195, -43.52991522112654], [172.64053573353252, -43.53089924190995], [172.6405452584501, -43.53302856856853], [172.6405459108889, -43.53416311992319]]]"
In Service,,Cycle lane,2022-08-08 13:15:59+12:00,2022-08-08 13:15:59+12:00,598.97,CCC,Public,"[[[172.63652492119104, -43.52113969914396], [172.63654969491992, -43.52439825206767], [172.63653687869754, -43.5265328868485]]]"
In Service,,Cycle lane,2022-08-08 14:45:21+12:00,2022-08-08 14:45:39+12:00,610.92,CCC,Public,"[[[172.63668527877283, -43.5210345528438], [172.6367187743459, -43.52653534861811]]]"
In Service,,Shared path,2022-08-08 14:47:59+12:00,2022-08-15 18:32:35+12:00,171.63,CCC,No Public Relevance,"[[[172.60875870778665, -43.52916762226091], [172.60895877259293, -43.53065841060685], [172.60896791842097, -43.53067255693442], [172.60897987108942, -43.530681335527774], [172.6089881371416, -43.53068875717902], [172.60900104899852, -43.53069216171777]]]"
In Service,,Shared path,2022-08-08 14:50:52+12:00,2022-08-15 18:32:59+12:00,51.15,CCC,No Public Relevance,"[[[172.6090008683752, -43.530691385834935], [172.60903226295932, -43.5306935101422], [172.60962933647383, -43.530646485251346], [172.60962841202956, -43.530646482095044]]]"
In Service,,Cycle lane,2022-08-08 17:42:18+12:00,2022-08-08 17:42:18+12:00,534.35,CCC,Public,"[[[172.6519630522745, -43.55530452437798], [172.65666276666306, -43.553456950728815], [172.65675729496587, -43.55341018577173], [172.65686302641245, -43.553343291237475], [172.6569873618949, -43.553254944069586], [172.65708582899342, -43.55316517485288], [172.6571583744759, -43.55308339289208], [172.65732787410502, -43.55285269007365], [172.65741729756851, -43.552727943622756]]]"
In Service,,Cycle lane,2022-08-08 17:45:05+12:00,2022-08-08 17:45:05+12:00,550.34,CCC,Public,"[[[172.65202349909447, -43.55538795313871], [172.65673263543297, -43.55350948847509], [172.65681049926957, -43.55346805075295], [172.65692363820142, -43.553398488841296], [172.65699787366967, -43.55334494204932], [172.65711114171646, -43.553252528558545], [172.6571687569336, -43.55319624315112], [172.65725803650096, -43.55309703593728], [172.65733804358527, -43.55300317907551], [172.65749622514366, -43.55281276923166], [172.65759492668826, -43.55268132879289]]]"
In Service,,Shared path,2022-08-10 10:05:27+12:00,2022-08-10 10:08:04+12:00,164.35,CCC,Public,"[[[172.6099755185043, -43.537652726910125], [172.61000675031156, -43.53796738810901], [172.61001327545455, -43.538101835407424], [172.61000520816557, -43.538206659438245], [172.60998978520345, -43.538306081049974], [172.60996697063192, -43.53840547834323], [172.60994432929363, -43.53847799049472], [172.6099105844509, -43.53855315342061], [172.6098618830249, -43.53865515012603], [172.6103961999426, -43.53889624866895], [172.61039712018217, -43.53889692442058], [172.61039850193453, -43.53889743336579], [172.61040195411962, -43.53889933511676]]]"
In Service,,Shared path,2022-08-10 10:45:18+12:00,2022-08-10 10:45:18+12:00,5661.47,SDC,Public,"[[[172.51065514627876, -43.592280890871834], [172.51136558464552, -43.59590799224872], [172.51139413323227, -43.59603716148954], [172.51205366221154, -43.600481334154885], [172.5120967505469, -43.60064282605564], [172.51216891166357, -43.60086896555528], [172.5134136604483, -43.60432626611419], [172.5134854409719, -43.608273243186645], [172.51345471533955, -43.608412912080816], [172.51342433754093, -43.60850956799695], [172.51336410060694, -43.608638357638], [172.50085942031075, -43.62282254800377], [172.5003673692744, -43.623250551760805], [172.49692533229708, -43.62594542331234], [172.4968205422241, -43.62608476222429], [172.48806222867523, -43.637627742863444]]]"
In Service,,Shared path,2022-08-12 10:56:16+12:00,2022-08-12 10:56:16+12:00,905.82,CCC,Public,"[[[172.70172006160607, -43.48701780836171], [172.70220008119034, -43.48701905953296], [172.7024368200141, -43.48693364232679], [172.70249248471183, -43.48687732831752], [172.70282840428945, -43.486897021752384], [172.703614896054, -43.486899063065465], [172.7042872110599, -43.48684165620496], [172.7048451107823, -43.48677319535736], [172.70512205628566, -43.486771222104466], [172.70533239503402, -43.48679864942579], [172.70546885946248, -43.4868312634744], [172.70557941006732, -43.486877253180445], [172.7056824853621, -43.4869420425563], [172.70570452269428, -43.48696629657198], [172.70573376268496, -43.487028208055115], [172.70575214654147, -43.487044386593986], [172.70578139966787, -43.48710360940962], [172.7058326890822, -43.48718708530412], [172.70588417554004, -43.487230234059055], [172.70594663334398, -43.48729491961065], [172.70600165619982, -43.487370339863574], [172.70601615195127, -43.48742683598326], [172.70604181710985, -43.48746454179942], [172.70611531435043, -43.48753732079995], [172.70616304343255, -43.48759390230965], [172.70621081169213, -43.48764241873581], [172.70624751489885, -43.48768821802795], [172.7062843093507, -43.487715197626635], [172.7063764140647, -43.48775845048446], [172.7064795437763, -43.48781248632119], [172.70661949440736, -43.48788812424655], [172.70671895784332, -43.48793677218316], [172.7068295516582, -43.48797469562003], [172.70698812152463, -43.48801811837528], [172.70709143410562, -43.488034514297226], [172.70716148856255, -43.48805620233182], [172.7072167591139, -43.4880805402571], [172.70732364778115, -43.48812114151551], [172.70741943239105, -43.48816709163734], [172.70750775504175, -43.48822915381757], [172.70761076985224, -43.488307384725196], [172.70772842511, -43.48841253803812], [172.7082502045461, -43.48894619917468], [172.7083495287349, -43.48902441909045], [172.70843054557037, -43.48907033069055], [172.7085370618908, -43.48918889819105], [172.70918754134445, -43.48983848930597], [172.70951129419478, -43.490089344833606], [172.70975051872406, -43.4902566410106], [172.70988288742618, -43.49037527195401], [172.70992327507713, -43.49042376808064], [172.70997874309853, -43.4904077775621], [172.71025818991734, -43.49065851856594], [172.7103099908624, -43.49063714212221]]]"
In Service,,Shared path,2022-08-12 11:21:54+12:00,2022-08-12 11:27:34+12:00,28.71,CCC,No Public Relevance,"[[[172.7024934039596, -43.48687800333156], [172.70258524042836, -43.48678683223547], [172.70262796735867, -43.48673317229445], [172.70263391518682, -43.486649843823045]]]"
In Service,,Shared path,2022-08-12 11:23:50+12:00,2022-08-12 11:27:18+12:00,31.15,CCC,No Public Relevance,"[[[172.70405633781212, -43.48686055053987], [172.70407155294697, -43.48658031080418]]]"
In Service,,Cycle lane,2023-04-04 14:12:22+12:00,2023-04-04 14:12:22+12:00,255.19,CCC,No Public Relevance,"[[[172.65774823893798, -43.52547946153437], [172.65781737201968, -43.525472517276846], [172.65791289440523, -43.525469225722745], [172.6581398734127, -43.52546140818818], [172.658460173543, -43.52545967674597], [172.65880258432253, -43.525457786183935], [172.65917017206766, -43.52545641626066], [172.6594404288867, -43.52545252313715], [172.65968621669165, -43.52543112791766], [172.66000874170206, -43.525360409981516], [172.66026267813822, -43.525309375044934], [172.66043724418822, -43.525283801989815], [172.6607462813668, -43.52526393214619], [172.66087462020926, -43.52526006646761]]]"
In Service,,Cycle lane,2023-04-04 14:12:22+12:00,2023-04-04 14:12:22+12:00,74.27,CCC,No Public Relevance,"[[[172.65997757805332, -43.5252768046721], [172.66008091889242, -43.52524806152769], [172.6601670403718, -43.525223289311036], [172.6602377436705, -43.525210091201615], [172.6603594483136, -43.52519212733809], [172.66049096056247, -43.525177768056324], [172.6607410294728, -43.5251592880517], [172.66086265876422, -43.525154729860084], [172.6608752085927, -43.525155034509936]]]"
